invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons;;,cluster
"INV-33190100031,2021-01-04,4269,Tipton Family Foods,610 Cedar St,Tipton,52772.0,POINT (-91.128389 41.771753),16,CEDAR,1701100.0,Temporary & Specialty Packages,260.0,DIAGEO AMERICAS,77956,""Smirnoff Red, White & Berry"",12,750,8.25,12.38,4,49.52,3,0.79;;,,,,,,,,,,,,,,,,,,,,,,,,";;
INV-33189400017,2021-01-04,5656,Cody Mart Gas & Liquor,1220 N Cody Rd,Le Claire,52753.0,POINT (-90.344264 41.610963),82.0,SCOTT,1901200.0,Special Order Items,259.0,Heaven Hill Brands,941294.0,SOOH Burnetts Peach,12.0,750.0,4.5,6.75,3.0,20.25,2.25,0.59;;,0.0
"INV-33193300003,2021-01-04,2508,Hy-Vee Food Store #1 / Cedar Rapids,""1843 Johnson Avenue, N.W."",Cedar Rapids,52405.0,POINT (-91.697941 41.97447),57,LINN,1031100.0,American Vodkas,301.0,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,10,15,60,900,45,11.88;;,,,,,,,,,,,,,,,,,,,,,,,,";;
INV-33201000039,2021-01-04,2554,Hy-Vee Food Store / Davenport,3019 Rockingham Road,Davenport,52802.0,POINT (-90.620725 41.510523),82.0,SCOTT,1031100.0,American Vodkas,380.0,Phillips Beverage,37348.0,Phillips Vodka,6.0,1750.0,7.6,11.4,12.0,136.8,21.0,5.54;;,0.0
INV-33175100030,2021-01-04,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266.0,POINT (-93.808855 41.598515),77.0,POLK,1081300.0,American Cordials & Liqueur,322.0,Prestige Wine & Spirits Group,75208.0,Kinky Pink Mini,6.0,50.0,4.84,7.26,1.0,7.26,0.05,0.01;;,1.0
INV-33183700070,2021-01-04,2248,Ingersoll Liquor and Beverage,3500 Ingersoll Ave,Des Moines,50312.0,POINT (-93.664182 41.586319),77.0,POLK,1081300.0,American Cordials & Liqueur,259.0,Heaven Hill Brands,76478.0,Pama Pomegranate Liqueur,6.0,750.0,9.99,14.99,6.0,89.94,4.5,1.18;;,1.0
INV-33190100010,2021-01-04,4269,Tipton Family Foods,610 Cedar St,Tipton,52772.0,POINT (-91.128389 41.771753),16.0,CEDAR,1011200.0,Straight Bourbon Whiskies,434.0,LUXCO INC,18196.0,Ezra Brooks Sour Mash Bourbon,12.0,750.0,8.0,12.0,12.0,144.0,9.0,2.37;;,0.0
INV-33203200004,2021-01-04,2550,Hy-Vee Food Store / Osceola,510 West Mclane,Osceola,50213.0,POINT (-93.77321 41.030569),20.0,CLARKE,1011100.0,Blended Whiskies,260.0,DIAGEO AMERICAS,25606.0,Seagrams 7 Crown,12.0,750.0,7.5,11.25,12.0,135.0,9.0,2.37;;,1.0
"INV-33193200113,2021-01-04,2508,Hy-Vee Food Store #1 / Cedar Rapids,""1843 Johnson Avenue, N.W."",Cedar Rapids,52405.0,POINT (-91.697941 41.97447),57,LINN,1081400.0,American Schnapps,55.0,SAZERAC NORTH AMERICA,84170,99 Bananas,12,750,7.5,11.25,6,67.5,4.5,1.18;;,,,,,,,,,,,,,,,,,,,,,,,,";;
INV-33187000002,2021-01-04,5206,Brothers Market  /  Grundy Center,1400 G  Ave,Grundy Center,50638.0,POINT (-92.782283 42.36157),38.0,GRUNDY,1012100.0,Canadian Whiskies,259.0,Heaven Hill Brands,11786.0,Black Velvet PET,12.0,750.0,5.23,7.85,12.0,94.2,9.0,2.37;;,3.0
INV-33171600010,2021-01-04,5481,Tobacco Outlet & Liquor,1545 1st Ave SE,Cedar Rapids,52402.0,POINT (-91.650633 41.989033),57.0,LINN,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,10790.0,Crown Royal Vanilla,24.0,375.0,8.0,12.0,24.0,288.0,9.0,2.37;;,0.0
INV-33177500004,2021-01-04,5600,H & A Mini Mart,145 University Ave,Des Moines,50314.0,POINT (-93.61947 41.600419),77.0,POLK,1052100.0,Imported Brandies,389.0,REMY COINTREAU USA INC,49084.0,Remy Martin 1738 Accord Royal,12.0,375.0,13.82,20.73,60.0,1243.8,22.5,5.94;;,1.0
INV-33169600022,2021-01-04,2528,Hy-Vee Food Store #3 / Des Moines,3221 SE 14th St,Des Moines,50315.0,,77.0,POLK,1011100.0,Blended Whiskies,260.0,DIAGEO AMERICAS,25608.0,Seagrams 7 Crown,6.0,1750.0,12.96,19.44,6.0,116.64,10.5,2.77;;,
INV-33174200030,2021-01-04,5385,Vine Food & Liquor,2704 Vine St.,West Des Moines,50265.0,POINT (-93.741511 41.580206),77.0,POLK,1011100.0,Blended Whiskies,154.0,DUNKEL CORPORATION / Iowa Distilling,28081.0,Prairie Fire Mini,8.0,50.0,11.9,17.85,2.0,35.7,0.1,0.02;;,1.0
INV-33174600074,2021-01-04,2648,Hy-Vee #4 / WDM,555 S 51st St,West Des Moines,50265.0,POINT (-93.773557 41.561197),77.0,POLK,1051100.0,American Brandies,205.0,E & J Gallo Winery,52596.0,E & J VS,12.0,750.0,6.5,9.75,12.0,117.0,9.0,2.37;;,1.0
INV-33194000002,2021-01-04,5949,Uptown Liquor & Tobacco / Cedar Rapids,2000 Wiley Blvd SW STE 106,Cedar Rapids,52404.0,POINT (-91.725777 41.959614),57.0,LINN,1052100.0,Imported Brandies,389.0,REMY COINTREAU USA INC,49189.0,Remy Martin VSOP,24.0,200.0,6.86,10.29,120.0,1234.8,24.0,6.34;;,0.0
INV-33191200002,2021-01-04,3417,Big G Food Store,Po Box 261  310 W Dillon,Marengo,52301.0,,48.0,IOWA,1011400.0,Tennessee Whiskies,85.0,Brown Forman Corp.,26828.0,Jack Daniels Old #7 Black Label,6.0,1750.0,30.68,46.02,6.0,276.12,10.5,2.77;;,
INV-33169000025,2021-01-04,4617,Lickety Liquor,2501 HUBBELL AVE,Des Moines,50317.0,POINT (-93.570489 41.607817),77.0,POLK,1701100.0,Temporary & Specialty Packages,260.0,DIAGEO AMERICAS,72911.0,Captain Morgan Orange Vanilla Twist,12.0,750.0,9.06,13.59,4.0,54.36,3.0,0.79;;,1.0
INV-33188900147,2021-01-04,2616,Hy-Vee Food and Drug / Clinton,901 South 4th St,Clinton,52732.0,POINT (-90.193204 41.836268000000004),23.0,CLINTON,1091300.0,Neutral Grain Spirits Flavored,346.0,OLE SMOKY DISTILLERY LLC,86839.0,Ole Smoky Mango Habanero Whiskey,6.0,750.0,10.0,15.0,6.0,90.0,4.5,1.18;;,2.0
INV-33178800053,2021-01-04,2200,Sac Liquor Store,619 E Main St,Sac City,50583.0,POINT (-94.974011 42.421341),81.0,SAC,1081200.0,Cream Liqueurs,300.0,McCormick Distilling Co.,65199.0,Tequila Rose Liqueur,12.0,1000.0,12.0,18.0,4.0,72.0,4.0,1.05;;,1.0
INV-33173900016,2021-01-04,4068,Sa Petro Mart,136  1ST ST,West Des Moines,50265.0,POINT (-93.703344 41.570743),77.0,POLK,1031100.0,American Vodkas,434.0,LUXCO INC,36308.0,Hawkeye Vodka,6.0,1750.0,7.17,10.76,6.0,64.56,10.5,2.77;;,1.0
INV-33185400003,2021-01-04,4547,Fareway Stores #902 / Hampton,309 Central Ave West,Hampton,50441.0,POINT (-93.211676 42.741748),35.0,FRANKLIN,1031100.0,American Vodkas,259.0,Heaven Hill Brands,35416.0,Burnetts Vodka 80prf,12.0,750.0,4.5,6.75,1.0,6.75,0.75,0.19;;,0.0
INV-33196900002,2021-01-04,5815,Super Stop IV - Dubuque,535 Hill Street Suite A,Dubuque,52001.0,POINT (-90.673985 42.496794),31.0,DUBUQUE,1031100.0,American Vodkas,55.0,SAZERAC NORTH AMERICA,35946.0,Fleischmanns 80prf Vodka,12.0,750.0,3.0,4.5,12.0,54.0,9.0,2.37;;,2.0
"INV-33197700008,2021-01-04,5292,John's Qwik Stop,""814, C Ave"",Vinton,52349.0,POINT (-92.027865 42.163119),6,BENTON,1082200.0,Imported Schnapps,421.0,SAZERAC COMPANY  INC,69636,Dr McGillicuddys Cherry,12,750,8.66,12.99,4,51.96,3,0.79;;,,,,,,,,,,,,,,,,,,,,,,,,";;
INV-33179300024,2021-01-04,4310,Fareway Stores #502 / Cherokee,205 West Bluff St,Cherokee,51012.0,POINT (-95.551866 42.75508),18.0,CHEROKEE,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,86886.0,Southern Comfort,12.0,750.0,10.33,15.5,3.0,46.5,2.25,0.59;;,1.0
INV-33194400030,2021-01-04,4070,Grieder Beverage Depot,708  13th St,Belle Plaine,52208.0,POINT (-92.278 41.897054),6.0,BENTON,1051100.0,American Brandies,434.0,LUXCO INC,54448.0,Paramount Apricot Brandy,6.0,1750.0,11.29,16.94,3.0,50.82,5.25,1.38;;,3.0
INV-33179400006,2021-01-04,2597,Hy-Vee Food Store / Cherokee,1300 N. Second,Cherokee,51012.0,POINT (-95.552585 42.765259),18.0,CHEROKEE,1012100.0,Canadian Whiskies,322.0,Prestige Wine & Spirits Group,15248.0,Windsor Canadian PET,6.0,1750.0,9.5,14.25,6.0,85.5,10.5,2.77;;,1.0
INV-33194800026,2021-01-04,4051,Fareway Stores #639 / Maquoketa,110 Westgate Dr,Maquoketa,52060.0,POINT (-90.680623 42.067391),49.0,JACKSON,1082200.0,Imported Schnapps,421.0,SAZERAC COMPANY  INC,69638.0,Dr McGillicuddys Cherry,6.0,1750.0,14.66,21.99,6.0,131.94,10.5,2.77;;,2.0
INV-33179800006,2021-01-04,5647,Yesway #1169 / Storm Lake,1101 Lake Ave,Storm Lake,50588.0,POINT (-95.200761 42.651369),11.0,BUENA VIST,1012100.0,Canadian Whiskies,259.0,Heaven Hill Brands,11774.0,Black Velvet,24.0,375.0,3.07,4.61,24.0,110.64,9.0,2.37;;,1.0
INV-33185500003,2021-01-04,4306,Northside One Stop / Hampton,1208  4th St NE,Hampton,50441.0,POINT (-93.202452 42.753045),35.0,FRANKLIN,1022200.0,100% Agave Tequila,35.0,BACARDI USA INC,88296.0,Patron Silver,12.0,750.0,27.5,41.25,12.0,495.0,9.0,2.37;;,0.0
INV-33182100018,2021-01-04,3715,Kimberly Mart / Davenport,1714 E Kimberly Rd,Davenport,52807.0,POINT (-90.550657 41.556966),82.0,SCOTT,1011400.0,Tennessee Whiskies,85.0,Brown Forman Corp.,26826.0,Jack Daniels Old #7 Black Label,12.0,750.0,15.57,23.36,3.0,70.08,2.25,0.59;;,0.0
INV-33196200122,2021-01-04,2649,Hy-Vee #3 / Dubuque,400 Locust St,Dubuque,52001.0,POINT (-90.666497 42.49721900000001),31.0,DUBUQUE,1031200.0,American Flavored Vodka,260.0,DIAGEO AMERICAS,77698.0,Smirnoff Orange,12.0,750.0,8.25,12.38,4.0,49.52,3.0,0.79;;,2.0
INV-33179300002,2021-01-04,4310,Fareway Stores #502 / Cherokee,205 West Bluff St,Cherokee,51012.0,POINT (-95.551866 42.75508),18.0,CHEROKEE,1051100.0,American Brandies,434.0,LUXCO INC,54446.0,Paramount Apricot Brandy,12.0,750.0,5.48,8.22,12.0,98.64,9.0,2.37;;,1.0
INV-33172700005,2021-01-04,2527,Hy-Vee Food Store #5 / Des Moines,1107 SE Army Post Rd,Des Moines,50315.0,POINT (-93.602372 41.526289),77.0,POLK,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,10791.0,Crown Royal Vanilla,12.0,750.0,15.59,23.39,3.0,70.17,2.25,0.59;;,1.0
INV-33200700005,2021-01-04,5846,Rockingham Liquor - Davenport,2423 Rockingham Road,Davenport,52802.0,POINT (-90.613625 41.514051),82.0,SCOTT,1052100.0,Imported Brandies,389.0,REMY COINTREAU USA INC,49185.0,Remy Martin VSOP Flask,12.0,375.0,12.29,18.44,60.0,1106.4,22.5,5.94;;,0.0
INV-33187700033,2021-01-04,5106,Randy's Neighborhood Market,622 10th  St,DeWitt,52742.0,POINT (-90.540132 41.825139),23.0,CLINTON,1022200.0,100% Agave Tequila,395.0,PROXIMO,87510.0,1800 Silver,12.0,750.0,15.46,23.19,1.0,23.19,0.75,0.19;;,0.0
INV-33181100090,2021-01-04,2670,Hy-Vee Food Store / Coralville,2004 8th  St,Coralville,52241.0,POINT (-91.591868 41.682337000000004),52.0,JOHNSON,1011200.0,Straight Bourbon Whiskies,259.0,Heaven Hill Brands,18856.0,Larceny,6.0,750.0,13.5,20.25,3.0,60.75,2.25,0.59;;,3.0
INV-33203000047,2021-01-04,5886,Beecher Liquor / Dubuque,1691 Asbury Rd,Dubuque,52001.0,POINT (-90.696886 42.500775000000004),31.0,DUBUQUE,1082000.0,Imported Cordials & Liqueurs,85.0,Brown Forman Corp.,64676.0,Chambord Liqueur Royale De France,12.0,750.0,19.08,28.62,2.0,57.24,1.5,0.39;;,2.0
"INV-33179200054,2021-01-04,5441,Liquor on the Corner,300 East Main,Cherokee,51012.0,POINT (-95.547298 42.749597),18,CHEROKEE,1701100.0,Temporary & Specialty Packages,260.0,DIAGEO AMERICAS,77955,""Smirnoff Red, White & Berry Mini"",12,50,7.47,11.21,3,33.63,0.15,0.03;;,,,,,,,,,,,,,,,,,,,,,,,,";;
INV-33196000016,2021-01-04,2524,Hy-Vee Food Store / Dubuque,3500 Dodge St,Dubuque,52001.0,,31.0,DUBUQUE,1701100.0,Temporary & Specialty Packages,65.0,Jim Beam Brands,16906.0,Bookers Bourbon,6.0,750.0,42.5,63.75,1.0,63.75,0.75,0.19;;,
INV-33177200026,2021-01-04,4853,Kum & Go #62 / Johnston,6130 NW 86th St,Johnston,50131.0,POINT (-93.736534 41.67184),77.0,POLK,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64858.0,Fireball Cinnamon Whiskey Mini Dispenser,1.0,50.0,25.8,38.7,1.0,38.7,0.05,0.01;;,1.0
INV-33179400015,2021-01-04,2597,Hy-Vee Food Store / Cherokee,1300 N. Second,Cherokee,51012.0,POINT (-95.552585 42.765259),18.0,CHEROKEE,1011100.0,Blended Whiskies,492.0,WESTERN SPIRITS BEVERAGE,27433.0,Bird Dog Peach,6.0,750.0,10.0,15.0,6.0,90.0,4.5,1.18;;,1.0
INV-33202500007,2021-01-04,5593,Grandview Mart,714 Grandview Ave,Muscatine,52761.0,POINT (-91.063364 41.409049),70.0,MUSCATINE,1052100.0,Imported Brandies,389.0,REMY COINTREAU USA INC,49084.0,Remy Martin 1738 Accord Royal,12.0,375.0,13.82,20.73,12.0,248.76,4.5,1.18;;,3.0
"INV-33202200032,2021-01-04,2662,Hy-Vee Wine & Spirits / Muscatine,""522 Mulberry, Suite A"",Muscatine,52761.0,POINT (-91.04437 41.426615),70,MUSCATINE,1011200.0,Straight Bourbon Whiskies,259.0,Heaven Hill Brands,17956,Evan Williams Black,12,750,8,12,4,48,3,0.79;;,,,,,,,,,,,,,,,,,,,,,,,,";;
"INV-33172100029,2021-01-04,5207,Jim's Foods  /  Cedar Rapids,""812, Sixth  St SW"",Cedar Rapids,52404.0,POINT (-91.67707300000001 41.968016000000006),57,LINN,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64865,Fireball Cinnamon Whiskey PET,12,750,8.98,13.47,12,161.64,9,2.37;;,,,,,,,,,,,,,,,,,,,,,,,,";;
INV-33167900004,2021-01-04,5636,Big Discount Liquor,5427  Center Point Rd,Cedar Rapids,52402.0,,57.0,LINN,1052100.0,Imported Brandies,389.0,REMY COINTREAU USA INC,49084.0,Remy Martin 1738 Accord Royal,12.0,375.0,13.82,20.73,48.0,995.04,18.0,4.75;;,
INV-33170400250,2021-01-04,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 Wilson Avenue West,Cedar Rapids,52404.0,POINT (-91.658577 41.955859),57.0,LINN,1081300.0,American Cordials & Liqueur,434.0,LUXCO INC,79516.0,Arrow Creme de Menthe White,12.0,750.0,4.74,7.11,3.0,21.33,2.25,0.59;;,0.0
INV-33202600012,2021-01-04,5336,Express Mart,4804 S Highway 61,Muscatine,52761.0,,70.0,MUSCATINE,1012200.0,Scotch Whiskies,35.0,BACARDI USA INC,4866.0,Dewars White Label Scotch,12.0,750.0,13.5,20.25,3.0,60.75,2.25,0.59;;,
INV-33173100065,2021-01-04,4829,Central City 2,1501 Michigan Ave,Des Moines,50314.0,POINT (-93.613739 41.60572),77.0,POLK,1701100.0,Temporary & Specialty Packages,65.0,Jim Beam Brands,16906.0,Bookers Bourbon,6.0,750.0,42.5,63.75,1.0,63.75,0.75,0.19;;,1.0
INV-33195200016,2021-01-04,2465,Sid's Beverage Shop,2727 Dodge St,Dubuque,52003.0,POINT (-90.705328 42.491862),31.0,DUBUQUE,1701100.0,Temporary & Specialty Packages,214.0,GoAmericaGo Beverages LLC / WhistlePig,15179.0,WhistlePig 10YR 375,12.0,375.0,20.0,30.0,1.0,30.0,0.37,0.09;;,2.0
INV-33169700068,2021-01-04,2527,Hy-Vee Food Store #5 / Des Moines,1107 SE Army Post Rd,Des Moines,50315.0,POINT (-93.602372 41.526289),77.0,POLK,1011100.0,Blended Whiskies,297.0,Laird & Company,23828.0,Five Star,6.0,1750.0,7.62,11.43,6.0,68.58,10.5,2.77;;,1.0
INV-33201300041,2021-01-04,2573,Hy-Vee Food Store / Muscatine,2400 2nd Ave,Muscatine,52761.0,POINT (-91.035138 41.451349),70.0,MUSCATINE,1011100.0,Blended Whiskies,492.0,WESTERN SPIRITS BEVERAGE,27474.0,Bird Dog Blackberry,6.0,750.0,10.0,15.0,6.0,90.0,4.5,1.18;;,3.0
INV-33168700002,2021-01-04,5566,East End Liquor & Tobacco,3804 Hubbell Ave,Des Moines,50317.0,POINT (-93.541351 41.630849),77.0,POLK,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,10807.0,Crown Royal Regal Apple,12.0,750.0,15.59,23.39,12.0,280.68,9.0,2.37;;,1.0
INV-33169600028,2021-01-04,2528,Hy-Vee Food Store #3 / Des Moines,3221 SE 14th St,Des Moines,50315.0,,77.0,POLK,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,28279.0,Jim Beam Peach,12.0,750.0,10.5,15.75,12.0,189.0,9.0,2.37;;,
INV-33184000007,2021-01-04,5878,Hometown Foods - Hubbard,210 E Maple St,Hubbard,50122.0,POINT (-93.298266 42.305556),42.0,HARDIN,1081100.0,Coffee Liqueurs,370.0,PERNOD RICARD USA,67527.0,Kahlua Coffee,12.0,1000.0,15.99,23.99,4.0,95.96,4.0,1.05;;,3.0
INV-33196900007,2021-01-04,5815,Super Stop IV - Dubuque,535 Hill Street Suite A,Dubuque,52001.0,POINT (-90.673985 42.496794),31.0,DUBUQUE,1022100.0,Mixto Tequila,395.0,PROXIMO,87408.0,Jose Cuervo Especial Silver,12.0,750.0,11.07,16.61,12.0,199.32,9.0,2.37;;,2.0
INV-33169700009,2021-01-04,2527,Hy-Vee Food Store #5 / Des Moines,1107 SE Army Post Rd,Des Moines,50315.0,POINT (-93.602372 41.526289),77.0,POLK,1031100.0,American Vodkas,301.0,FIFTH GENERATION INC,38179.0,Titos Handmade Vodka,24.0,200.0,3.49,5.24,24.0,125.76,4.8,1.26;;,1.0
INV-33195300025,2021-01-04,2465,Sid's Beverage Shop,2727 Dodge St,Dubuque,52003.0,POINT (-90.705328 42.491862),31.0,DUBUQUE,1022100.0,Mixto Tequila,55.0,SAZERAC NORTH AMERICA,89577.0,Montezuma Gold,12.0,1000.0,7.02,10.53,120.0,1263.6,120.0,31.7;;,2.0
"INV-33173200010,2021-01-04,2190,""Central City Liquor, Inc."",1460 2ND AVE,Des Moines,50314.0,POINT (-93.619787 41.60566),77,POLK,1071100.0,Cocktails /RTD,285.0,Charles Jacquin Et Cie,56957,Bartenders Hot Sex,12,1000,5.28,7.92,12,95.04,12,3.17;;,,,,,,,,,,,,,,,,,,,,,,,,";;
INV-33193900013,2021-01-04,4162,Fareway Stores #963 / Cedar Rapids,4220  16th Ave SW,Cedar Rapids,52404.0,POINT (-91.726726 41.963791),57.0,LINN,1031100.0,American Vodkas,259.0,Heaven Hill Brands,35418.0,Burnetts Vodka 80prf,6.0,1750.0,9.49,14.24,3.0,42.72,5.25,1.38;;,0.0
"INV-33186000039,2021-01-04,4945,Osage Liquors,""508, Main St"",Osage,50461.0,POINT (-92.814028 43.284116),66,MITCHELL,1031100.0,American Vodkas,55.0,SAZERAC NORTH AMERICA,35948,Fleischmanns 80prf Vodka,6,1750,6.5,9.75,1,9.75,1.75,0.46;;,,,,,,,,,,,,,,,,,,,,,,,,";;
INV-33182300018,2021-01-04,5436,Smokin' Joe's #8 Tobacco and Liquor Outlet,90 W. Kimberly Rd Ste 55-56,Davenport,52806.0,,82.0,SCOTT,1031100.0,American Vodkas,297.0,Laird & Company,35926.0,Five O'Clock Vodka PET,12.0,750.0,3.37,5.06,12.0,60.72,9.0,2.37;;,
INV-33173100042,2021-01-04,4829,Central City 2,1501 Michigan Ave,Des Moines,50314.0,POINT (-93.613739 41.60572),77.0,POLK,1062400.0,Spiced Rum,260.0,DIAGEO AMERICAS,43337.0,Captain Morgan Original Spiced,12.0,1000.0,11.75,17.63,120.0,2115.6,120.0,31.7;;,1.0
INV-33196200097,2021-01-04,2649,Hy-Vee #3 / Dubuque,400 Locust St,Dubuque,52001.0,POINT (-90.666497 42.49721900000001),31.0,DUBUQUE,1062400.0,Spiced Rum,395.0,PROXIMO,46504.0,Kraken Black Spiced Rum,12.0,750.0,10.45,15.68,4.0,62.72,3.0,0.79;;,2.0
INV-33179300037,2021-01-04,4310,Fareway Stores #502 / Cherokee,205 West Bluff St,Cherokee,51012.0,POINT (-95.551866 42.75508),18.0,CHEROKEE,1071100.0,Cocktails /RTD,395.0,PROXIMO,58838.0,Jose Cuervo Authentic Lime Margarita,6.0,1750.0,8.74,13.11,2.0,26.22,3.5,0.92;;,1.0
"INV-33193300013,2021-01-04,2508,Hy-Vee Food Store #1 / Cedar Rapids,""1843 Johnson Avenue, N.W."",Cedar Rapids,52405.0,POINT (-91.697941 41.97447),57,LINN,1031100.0,American Vodkas,421.0,SAZERAC COMPANY  INC,38089,Platinum 7x Vodka,48,100,0.89,1.34,48,64.32,4.8,1.26;;,,,,,,,,,,,,,,,,,,,,,,,,";;
INV-33196000061,2021-01-04,2524,Hy-Vee Food Store / Dubuque,3500 Dodge St,Dubuque,52001.0,,31.0,DUBUQUE,1062500.0,Flavored Rum,370.0,PERNOD RICARD USA,42717.0,Malibu Coconut Rum,12.0,1000.0,10.99,16.49,24.0,395.76,24.0,6.34;;,
INV-33181200030,2021-01-04,3952,Lot-A-Spirits,3780 State St,Bettendorf,52722.0,POINT (-90.48065 41.529655),82.0,SCOTT,1081200.0,Cream Liqueurs,305.0,Mhw LTD,73055.0,Rumchata,12.0,750.0,13.5,20.25,12.0,243.0,9.0,2.37;;,0.0
INV-33187000032,2021-01-04,5206,Brothers Market  /  Grundy Center,1400 G  Ave,Grundy Center,50638.0,POINT (-92.782283 42.36157),38.0,GRUNDY,1062400.0,Spiced Rum,35.0,BACARDI USA INC,43205.0,Bacardi Spiced Rum,12.0,750.0,7.5,11.25,3.0,33.75,2.25,0.59;;,3.0
INV-33196200109,2021-01-04,2649,Hy-Vee #3 / Dubuque,400 Locust St,Dubuque,52001.0,POINT (-90.666497 42.49721900000001),31.0,DUBUQUE,1081200.0,Cream Liqueurs,259.0,Heaven Hill Brands,68126.0,Carolans Irish Cream,12.0,750.0,9.0,13.5,4.0,54.0,3.0,0.79;;,2.0
INV-33187500013,2021-01-04,4856,Brothers Market / Lisbon,930 Commercial St,Lisbon,52253.0,POINT (-91.401062 41.918663),57.0,LINN,1091300.0,Neutral Grain Spirits Flavored,346.0,OLE SMOKY DISTILLERY LLC,86739.0,Ole Smoky Apple Pie Moonshine 70prf Mini,8.0,50.0,8.75,13.13,3.0,39.39,0.15,0.03;;,0.0
INV-33179400041,2021-01-04,2597,Hy-Vee Food Store / Cherokee,1300 N. Second,Cherokee,51012.0,POINT (-95.552585 42.765259),18.0,CHEROKEE,1062400.0,Spiced Rum,260.0,DIAGEO AMERICAS,43337.0,Captain Morgan Original Spiced,12.0,1000.0,11.75,17.63,6.0,105.78,6.0,1.58;;,1.0
INV-33188900053,2021-01-04,2616,Hy-Vee Food and Drug / Clinton,901 South 4th St,Clinton,52732.0,POINT (-90.193204 41.836268000000004),23.0,CLINTON,1081600.0,Whiskey Liqueur,55.0,SAZERAC NORTH AMERICA,85796.0,Mr Boston Rock & Rye,12.0,750.0,4.93,7.4,12.0,88.8,9.0,2.37;;,2.0
INV-33178300027,2021-01-04,2593,Hy-Vee Food Store / Carroll,905 US Highway 30 West,Carroll,51401.0,POINT (-94.853591 42.064155),14.0,CARROLL,1012200.0,Scotch Whiskies,260.0,DIAGEO AMERICAS,5327.0,Johnnie Walker Black,12.0,1000.0,27.74,41.61,1.0,41.61,1.0,0.26;;,1.0
INV-33194300017,2021-01-04,5190,Guppy's On The Go / Walford,200 Hwy 151 E,Walford,52351.0,POINT (-91.828571 41.881821),57.0,Linn,1032100.0,Imported Vodkas,421.0,SAZERAC COMPANY  INC,35213.0,Sobieski,6.0,1750.0,10.99,16.49,3.0,49.47,5.25,1.38;;,3.0
INV-33173600008,2021-01-04,5887,Casey's General Store #2392,5340 NW Beaver Dr,Johnston,50131.0,POINT (-93.684566 41.657509),77.0,POLK,1031100.0,American Vodkas,260.0,DIAGEO AMERICAS,37991.0,Smirnoff 80prf Mini,12.0,50.0,7.47,11.21,12.0,134.52,0.6,0.15;;,1.0
INV-33171100014,2021-01-04,4950,Kum & Go #514 / Cedar Rapids,1420 Mt Vernon Rd,Cedar Rapids,52403.0,POINT (-91.651424 41.97769),57.0,LINN,1031100.0,American Vodkas,260.0,DIAGEO AMERICAS,37996.0,Smirnoff 80prf,12.0,750.0,8.25,12.38,3.0,37.14,2.25,0.59;;,0.0
INV-33180100024,2021-01-04,5326,Als Liquor,215 W. Milwaukee Ave,Storm Lake,50588.0,POINT (-95.202405 42.647492),11.0,BUENA VIST,1081100.0,Coffee Liqueurs,421.0,SAZERAC COMPANY  INC,67586.0,Kapali Coffee Liqueur,12.0,750.0,4.23,6.35,12.0,102.96,9.0,2.37;;,1.0
INV-33178800059,2021-01-04,2200,Sac Liquor Store,619 E Main St,Sac City,50583.0,POINT (-94.974011 42.421341),81.0,SAC,1062500.0,Flavored Rum,305.0,Mhw LTD,80024.0,Blue Chair Bay Banana Rum Cream,12.0,750.0,9.42,14.13,4.0,56.52,3.0,0.79;;,1.0
INV-33177100010,2021-01-04,5211,Kum & Go #129  /  Johnston,5225 NW  86th  St,Johnston,50131.0,POINT (-93.736395 41.655804),77.0,POLK,1031100.0,American Vodkas,301.0,FIFTH GENERATION INC,38194.0,Titos Handmade Vodka Mini,5.0,50.0,12.8,19.2,1.0,19.2,0.05,0.01;;,1.0
INV-33199300011,2021-01-04,5198,Riverside Liquor,826 E River Dr,Davenport,52803.0,POINT (-90.561741 41.524926),82.0,SCOTT,1031100.0,American Vodkas,300.0,McCormick Distilling Co.,36904.0,McCormick 80prf Vodka PET,24.0,375.0,1.8,2.7,48.0,129.6,18.0,4.75;;,0.0
INV-33192500027,2021-01-04,5417,Casey's General Store # 2792/Cedar Rapids,9001 6th Street SW,Cedar Rapids,52404.0,POINT (-91.675979 41.88924),57.0,LINN,1031100.0,American Vodkas,260.0,DIAGEO AMERICAS,37996.0,Smirnoff 80prf,12.0,750.0,8.25,12.38,2.0,24.76,1.5,0.39;;,0.0
